Age,Gender,Location,Monthly_Bill,Total_Usage_GB,Churn,year,month
69,Female,Los Angeles,51.3,141,1,1,8
50,Female,Los Angeles,57.65,405,0,0,7
22,Female,Chicago,91.66,291,1,1,11
19,Female,Houston,71.71,54,0,1,4
25,Female,Chicago,66.69,441,1,1,4
37,Female,Los Angeles,90.15,78,0,0,4
27,Male,New York,67.11,337,1,1,8
38,Male,Houston,86.45,228,0,1,10
61,Male,Chicago,73.82,74,1,1,1
61,Male,Houston,56.48,493,0,1,3
27,Female,New York,64.91,117,1,0,9
32,Male,Houston,87.78,411,0,2,0
23,Female,Chicago,90.24,96,0,1,1
34,Male,Miami,61.11,65,1,0,2
55,Male,New York,89.61,142,1,0,8
34,Female,Miami,72.75,140,0,1,8
43,Male,Los Angeles,96.25,282,1,1,4
63,Female,Los Angeles,63.57,226,0,0,3
26,Female,Los Angeles,65.41,426,0,1,4
62,Male,Los Angeles,65.74,392,0,0,10
42,Male,Houston,45.86,382,1,2,0
31,Female,Los Angeles,61.86,464,1,1,8
50,Male,Los Angeles,41.61,475,1,2,0
64,Male,Los Angeles,57.29,313,0,0,11
30,Male,Chicago,41.75,246,1,0,5
62,Male,New York,56.22,491,1,0,10
19,Female,Miami,95.74,139,0,0,10
67,Male,Chicago,77.62,294,0,1,10
51,Male,Los Angeles,88.11,206,1,0,4
67,Male,Los Angeles,68.97,447,1,1,0
37,Female,New York,66.76,316,0,0,7
36,Female,Houston,46.86,409,1,1,1
29,Female,Chicago,84.69,382,1,0,6
20,Female,Miami,59.29,385,0,1,1
37,Female,Chicago,75.0,252,0,0,7
46,Male,Chicago,81.57,270,1,0,7
46,Male,Miami,78.1,354,0,1,8
27,Female,New York,99.4,256,0,1,7
37,Female,Chicago,36.39,419,0,1,3
35,Male,Los Angeles,64.3,68,0,0,7
44,Female,Chicago,50.65,68,0,1,4
66,Female,Houston,39.23,296,0,0,6
19,Female,Los Angeles,73.12,239,0,1,7
51,Female,Los Angeles,52.63,150,1,0,2
55,Female,Houston,47.61,329,1,0,2
48,Male,Chicago,31.01,293,0,0,5
25,Male,Houston,74.46,72,0,0,8
18,Male,Miami,97.0,152,0,0,4
61,Female,Los Angeles,64.52,72,1,0,3
49,Female,Houston,91.19,216,0,0,5
69,Male,Los Angeles,37.81,228,1,1,2
60,Male,Chicago,50.5,347,0,0,11
23,Male,Miami,30.66,180,1,0,9
61,Male,Miami,72.51,397,1,1,8
32,Female,Houston,98.2,463,0,1,4
26,Male,Miami,50.05,52,0,1,0
41,Male,Houston,53.41,307,1,1,4
45,Male,Miami,80.32,74,1,0,11
42,Female,Houston,39.33,69,0,1,2
49,Female,New York,31.66,272,0,0,2
23,Female,Chicago,98.07,357,1,0,7
25,Male,New York,61.69,232,1,1,3
29,Male,Chicago,95.02,146,1,1,10
45,Male,New York,66.19,96,0,0,5
68,Male,Houston,84.06,262,1,0,10
28,Male,Chicago,59.03,372,1,1,0
26,Male,Chicago,38.01,349,1,1,6
59,Female,Los Angeles,88.82,143,0,0,10
45,Male,Miami,61.24,292,1,1,4
33,Female,Los Angeles,93.97,338,1,0,10
21,Male,Chicago,54.53,293,0,1,4
68,Male,Miami,80.52,377,0,1,6
56,Female,Los Angeles,53.19,499,1,1,5
70,Male,Los Angeles,93.9,301,1,1,3
35,Female,Los Angeles,30.54,52,0,1,5
20,Male,Chicago,89.92,500,1,1,2
42,Male,Houston,60.02,373,1,1,7
28,Female,Houston,75.76,255,1,0,10
41,Male,Miami,50.91,446,1,1,4
59,Female,Los Angeles,57.9,335,1,0,10
35,Female,Houston,41.99,450,0,0,8
50,Female,Miami,79.12,442,0,1,0
43,Male,Miami,33.44,316,0,1,0
53,Male,Miami,30.08,58,0,1,5
41,Male,Miami,65.45,415,0,1,8
33,Male,Miami,77.91,440,1,1,1
29,Male,Los Angeles,36.23,291,1,1,1
53,Female,New York,55.92,500,0,0,6
67,Male,Los Angeles,48.92,98,0,0,2
25,Female,Los Angeles,31.07,295,0,1,5
49,Female,Chicago,38.61,471,1,1,1
52,Male,Chicago,40.72,178,1,1,4
34,Male,Chicago,77.86,232,0,1,11
50,Male,Los Angeles,94.76,313,0,0,8
20,Male,Chicago,84.55,409,1,0,3
51,Female,Houston,85.02,357,0,1,9
21,Female,New York,59.39,333,0,1,0
19,Male,New York,67.03,78,1,1,8
65,Female,Miami,98.28,430,1,2,0
39,Female,Miami,97.54,266,0,0,6
36,Male,Miami,45.3,473,1,1,1
38,Female,Los Angeles,32.83,297,0,0,11
63,Female,Chicago,72.86,251,1,0,10
49,Male,Miami,75.66,165,1,1,11
63,Female,Miami,57.54,361,0,1,3
39,Female,Houston,39.71,451,1,0,7
32,Male,Chicago,92.78,323,0,1,2
64,Male,Los Angeles,69.34,183,1,1,9
37,Female,New York,97.97,265,0,0,9
50,Male,Los Angeles,47.14,468,0,1,10
61,Male,Miami,52.13,122,0,1,10
20,Male,Los Angeles,48.77,81,0,0,6
66,Female,Los Angeles,44.18,284,1,1,6
63,Male,New York,89.71,473,0,1,10
28,Male,Miami,77.91,61,0,1,1
61,Male,Los Angeles,75.46,108,1,1,6
40,Male,Miami,66.36,428,0,0,9
27,Female,Miami,67.31,496,1,0,8
45,Female,Chicago,38.53,186,1,1,0
45,Female,Miami,58.55,106,0,0,7
44,Female,Miami,57.27,201,0,0,3
26,Female,Houston,73.99,441,1,1,7
33,Male,Houston,43.03,396,0,1,5
22,Male,Houston,54.9,197,0,0,6
49,Female,New York,48.79,258,0,0,9
22,Female,Miami,93.63,396,0,0,4
60,Male,Los Angeles,41.94,171,0,1,0
61,Female,Chicago,33.22,423,1,1,1
26,Male,Chicago,98.91,63,0,1,10
36,Male,Miami,71.93,421,0,1,11
58,Male,Miami,90.79,111,1,1,5
20,Female,New York,34.19,209,0,0,9
54,Female,New York,99.59,90,1,0,10
41,Female,Los Angeles,57.01,474,1,0,1
52,Male,Miami,86.35,455,0,0,8
29,Female,New York,47.75,395,1,0,4
64,Female,Houston,34.15,230,1,1,9
46,Female,Houston,92.62,169,1,1,3
57,Male,Chicago,33.45,467,1,1,10
34,Female,Los Angeles,98.76,348,1,0,1
61,Female,Houston,78.22,228,1,2,0
66,Male,Los Angeles,55.89,102,0,1,10
55,Male,Chicago,43.35,379,1,1,4
58,Male,New York,84.76,345,1,1,4
34,Female,Miami,68.23,191,1,1,2
68,Male,Miami,43.7,218,0,0,10
18,Male,New York,49.22,283,1,0,1
37,Male,Los Angeles,94.92,323,1,1,9
66,Male,Los Angeles,77.02,377,0,1,11
34,Male,Houston,61.9,134,1,0,8
44,Male,New York,43.75,83,0,1,1
41,Male,Chicago,30.81,100,0,1,9
50,Male,Miami,43.53,360,0,1,7
54,Male,New York,58.63,399,1,0,2
29,Female,New York,60.72,381,1,0,8
61,Female,Los Angeles,38.1,209,1,1,4
37,Male,Miami,30.91,190,0,0,10
40,Male,Houston,76.58,262,0,0,5
19,Male,New York,32.52,60,1,1,8
47,Female,Chicago,38.57,482,1,0,4
60,Female,Miami,95.64,358,0,1,6
21,Male,Chicago,30.13,276,0,0,10
22,Male,New York,66.89,205,1,1,8
57,Male,Houston,85.71,299,0,0,5
25,Female,Los Angeles,54.38,156,1,1,6
26,Female,Chicago,66.69,227,1,1,6
27,Female,Los Angeles,47.22,311,0,0,10
46,Female,Los Angeles,69.42,111,0,1,10
57,Female,Chicago,41.65,436,0,0,7
39,Male,Chicago,39.48,239,0,2,0
19,Male,Houston,32.38,266,1,0,10
55,Male,Houston,77.92,222,0,0,2
67,Female,Los Angeles,33.73,407,0,1,10
24,Female,Chicago,68.37,327,1,1,6
44,Male,Miami,52.12,65,1,0,9
58,Male,Miami,67.39,347,1,2,0
50,Female,New York,94.03,144,0,1,10
66,Male,Chicago,34.17,200,1,1,8
34,Male,New York,93.54,478,0,0,1
43,Male,Los Angeles,89.58,455,1,1,3
42,Female,Los Angeles,41.13,337,0,1,11
47,Female,Miami,50.46,337,1,0,8
40,Female,Houston,40.53,276,1,1,8
51,Male,New York,34.06,191,0,1,10
42,Female,Chicago,50.99,57,1,0,7
52,Male,Los Angeles,76.35,188,1,0,2
56,Male,Houston,89.13,244,1,0,6
24,Female,Houston,84.78,173,0,0,6
19,Male,Los Angeles,66.26,128,0,0,3
40,Female,Houston,37.34,237,0,0,2
57,Female,Los Angeles,63.47,160,1,1,8
46,Female,Los Angeles,77.87,485,0,0,1
35,Male,New York,70.82,484,1,0,3
23,Female,Chicago,69.77,465,0,0,6
64,Male,Chicago,84.52,420,0,1,9
63,Male,New York,48.06,367,0,1,1
61,Male,New York,86.4,76,1,1,4
55,Male,Miami,86.18,344,1,1,2
42,Male,Los Angeles,92.0,71,0,1,11
67,Male,New York,68.54,201,1,1,7
55,Male,Los Angeles,40.34,388,1,1,4
37,Male,Los Angeles,50.3,52,0,0,5
68,Male,New York,38.44,145,0,0,10
62,Male,Los Angeles,53.56,160,1,1,10
22,Female,Houston,32.54,470,0,1,7
43,Female,Los Angeles,55.34,344,0,0,6
48,Male,New York,62.05,186,1,1,3
35,Female,Chicago,35.87,371,1,0,8
46,Male,Houston,94.86,168,1,0,5
69,Male,Los Angeles,87.17,80,0,0,9
64,Female,Miami,31.36,154,1,1,11
53,Male,Los Angeles,99.92,243,0,0,10
31,Male,New York,63.56,329,0,1,5
28,Female,Houston,96.61,89,1,1,7
35,Female,New York,96.47,266,1,1,10
33,Female,Houston,55.72,368,0,1,3
68,Female,Miami,38.71,465,1,0,1
54,Female,Houston,86.98,73,1,1,3
39,Female,Houston,83.29,66,0,2,0
37,Male,Chicago,66.71,208,1,0,1
31,Female,Los Angeles,64.91,78,1,1,7
38,Male,New York,61.78,356,1,0,8
60,Female,Los Angeles,42.44,389,0,0,5
62,Male,Miami,90.52,368,0,1,10
57,Male,Houston,64.68,360,1,0,4
32,Female,New York,93.36,159,0,1,6
41,Female,Los Angeles,78.28,110,0,1,6
25,Female,New York,37.1,416,1,1,5
51,Female,Chicago,72.99,51,1,0,9
52,Male,Los Angeles,57.61,67,0,0,2
54,Female,New York,30.61,472,0,1,2
22,Male,Los Angeles,46.08,217,1,0,9
47,Male,Los Angeles,35.45,65,0,1,4
19,Female,Los Angeles,48.77,459,0,0,10
59,Male,Miami,96.7,451,0,2,0
62,Male,Miami,84.66,229,1,1,1
51,Male,Los Angeles,48.51,112,0,1,4
44,Female,Chicago,75.37,237,1,0,8
51,Female,New York,43.36,314,1,1,1
28,Female,Chicago,57.42,110,1,1,4
38,Female,Miami,63.91,214,1,0,11
41,Male,Los Angeles,66.47,332,0,0,9
64,Female,Los Angeles,45.06,135,0,1,1
70,Male,Chicago,66.24,398,0,0,3
28,Female,Chicago,41.52,442,1,1,11
53,Female,New York,74.36,409,0,0,2
33,Male,New York,49.24,119,1,0,9
52,Female,Houston,68.96,100,0,0,3
61,Male,New York,50.35,425,1,0,5
39,Female,Los Angeles,65.86,342,0,0,4
67,Female,Houston,40.15,328,1,0,2
67,Female,Miami,32.18,286,1,1,8
51,Female,Chicago,42.53,135,1,1,11
35,Male,Los Angeles,61.83,181,0,1,2
43,Female,Houston,72.0,105,0,0,5
42,Male,New York,98.8,413,0,0,11
53,Female,Miami,43.46,57,1,0,7
50,Female,Houston,66.34,402,0,1,7
62,Male,Houston,44.41,202,0,1,9
31,Female,Houston,60.52,350,1,0,3
44,Male,New York,90.07,495,1,1,11
38,Female,Miami,95.6,416,0,0,2
45,Male,Los Angeles,45.47,482,1,1,9
20,Male,New York,31.26,100,1,0,11
60,Male,Houston,95.26,305,0,0,3
53,Male,Miami,44.54,55,0,0,9
67,Male,Miami,44.17,205,1,0,6
63,Female,Houston,40.04,220,0,0,3
19,Female,Chicago,70.48,309,1,0,6
31,Male,Houston,42.64,462,0,0,10
61,Male,Miami,44.99,390,0,0,4
18,Male,Chicago,43.02,166,0,0,10
20,Female,Chicago,44.07,139,0,1,1
51,Male,Miami,41.87,232,0,1,6
52,Female,Chicago,60.08,350,0,0,7
53,Male,New York,49.17,122,0,1,11
18,Female,Chicago,40.01,155,0,1,7
61,Female,New York,80.67,245,1,1,10
63,Male,Houston,86.09,142,0,0,8
56,Female,Los Angeles,85.69,427,0,1,8
26,Female,Houston,32.53,299,0,1,6
24,Female,Miami,39.37,251,1,2,0
52,Male,Los Angeles,88.39,132,1,1,5
67,Female,New York,62.0,388,0,2,0
32,Male,New York,77.26,449,1,1,8
68,Male,New York,39.12,424,1,1,4
55,Female,Chicago,37.14,408,1,1,10
22,Female,Chicago,75.39,305,1,0,9
61,Female,Miami,51.05,380,1,1,10
56,Male,Chicago,37.29,360,0,0,8
25,Female,Chicago,69.44,439,0,0,7
51,Female,Houston,53.71,358,1,1,6
49,Male,New York,72.86,139,1,1,2
50,Male,Miami,86.27,77,0,0,11
30,Male,Miami,37.2,83,0,1,0
52,Female,New York,58.05,174,1,1,3
52,Female,Miami,58.32,243,1,1,2
18,Female,New York,48.16,197,1,0,6
45,Male,Los Angeles,82.86,458,0,1,1
38,Female,New York,50.6,389,0,1,7
23,Female,Chicago,41.12,201,0,0,6
39,Male,New York,85.48,473,1,0,6
19,Male,Houston,78.5,135,1,0,6
44,Male,Los Angeles,41.97,300,0,1,9
47,Male,Miami,66.91,184,1,1,7
67,Male,Miami,94.67,211,0,0,7
48,Female,Chicago,83.1,255,0,1,5
23,Female,Chicago,91.84,336,0,1,9
46,Male,Houston,45.85,174,0,1,1
28,Male,Los Angeles,74.03,498,0,1,6
33,Female,New York,64.12,245,1,1,1
20,Male,Chicago,34.19,498,1,1,11
70,Male,Los Angeles,64.39,430,0,1,9
63,Male,Chicago,58.87,492,0,1,5
64,Female,Los Angeles,82.86,260,1,0,3
47,Male,Chicago,60.04,407,0,1,0
58,Female,Los Angeles,76.11,330,1,0,7
43,Male,Miami,44.61,220,1,1,11
70,Female,Los Angeles,59.8,342,0,0,1
22,Male,Houston,65.39,229,0,1,9
65,Male,Chicago,76.86,71,1,1,7
58,Female,Los Angeles,82.45,276,0,0,3
66,Male,New York,91.6,316,0,1,7
38,Male,New York,95.41,269,1,1,10
42,Male,Miami,65.51,175,1,0,11
69,Male,New York,46.92,118,1,0,10
63,Female,Miami,76.66,90,0,1,2
59,Male,Miami,38.33,447,1,0,10
29,Male,New York,88.36,142,0,0,11
35,Male,Chicago,91.34,291,0,0,1
45,Female,Chicago,38.13,224,0,0,6
46,Male,Houston,35.47,386,1,0,11
25,Female,Chicago,85.7,87,0,0,5
48,Female,New York,61.07,97,1,1,8
27,Male,New York,71.3,221,0,1,7
55,Female,Houston,35.6,178,1,0,5
28,Female,New York,50.63,60,0,0,1
49,Male,Chicago,41.87,70,0,1,11
52,Female,New York,71.91,183,0,1,5
48,Female,Chicago,55.51,112,0,2,0
36,Female,New York,50.9,130,0,0,3
37,Male,Los Angeles,55.81,453,1,0,7
44,Male,New York,70.54,407,0,0,6
46,Female,Los Angeles,55.87,490,0,1,6
29,Female,Houston,72.24,404,0,0,3
55,Male,New York,56.34,251,0,1,1
28,Female,New York,73.29,462,0,0,3
45,Female,Chicago,34.61,371,1,1,7
27,Male,Houston,68.4,57,0,0,1
68,Female,Houston,77.26,409,1,1,3
18,Male,Chicago,53.71,293,1,0,7
27,Male,New York,90.94,355,1,1,5
66,Female,Los Angeles,88.23,255,1,1,5
27,Male,Houston,32.66,79,1,0,7
60,Male,Houston,47.79,139,1,0,4
70,Female,Chicago,80.92,482,0,1,2
56,Female,Chicago,56.75,51,0,0,10
36,Male,Los Angeles,34.69,168,1,0,3
37,Male,Los Angeles,92.25,55,1,0,1
31,Male,Los Angeles,92.98,86,1,1,8
26,Female,Miami,84.81,447,0,0,10
66,Female,Chicago,81.66,312,0,1,0
48,Female,Houston,98.47,163,1,1,11
44,Female,Chicago,71.46,388,0,1,4
67,Male,Los Angeles,76.87,266,0,0,8
40,Male,Los Angeles,73.36,150,0,1,7
62,Male,Los Angeles,81.34,265,0,1,10
47,Female,Chicago,46.77,146,0,0,8
57,Female,Miami,64.21,105,1,0,3
33,Male,Miami,60.11,121,1,1,1
50,Male,Los Angeles,49.27,453,1,0,4
60,Male,Houston,83.64,378,1,0,6
44,Male,Miami,90.91,368,0,1,7
64,Male,New York,86.13,51,1,0,7
51,Male,Los Angeles,81.76,426,0,0,11
40,Male,New York,81.87,344,1,0,4
46,Male,Houston,48.65,488,0,1,9
55,Female,Miami,39.9,371,0,0,6
39,Female,Los Angeles,57.09,107,0,0,8
47,Female,Miami,48.06,356,1,1,6
35,Female,Miami,73.27,331,0,1,9
70,Male,Chicago,68.88,496,1,1,3
57,Female,Miami,35.98,350,0,0,3
35,Male,Chicago,49.4,258,0,1,11
44,Male,Miami,32.71,488,1,0,11
53,Female,Miami,70.0,401,1,0,10
55,Female,Chicago,67.31,301,1,0,6
46,Female,New York,88.96,236,0,1,6
53,Male,New York,49.64,203,0,0,2
41,Male,Chicago,78.64,440,1,0,7
44,Female,New York,45.83,138,1,0,6
20,Male,Miami,33.48,391,0,1,1
61,Male,Chicago,96.12,59,1,0,1
23,Female,Los Angeles,38.35,180,1,0,7
54,Female,Miami,32.74,285,0,0,9
23,Female,Los Angeles,52.23,372,0,0,5
51,Male,Los Angeles,96.14,71,0,1,8
64,Male,Chicago,98.73,91,1,1,3
45,Male,Houston,48.46,277,0,1,0
22,Female,New York,77.51,359,1,1,9
23,Female,New York,78.61,67,1,0,1
46,Female,Miami,54.28,218,1,1,0
31,Male,Houston,43.99,308,0,0,11
52,Male,Miami,44.47,304,0,1,9
70,Female,Los Angeles,47.03,269,0,1,6
42,Male,Miami,96.97,129,1,1,9
29,Male,New York,46.68,74,1,0,1
28,Male,Houston,61.23,392,0,0,5
25,Male,Miami,84.52,411,1,1,11
30,Male,Chicago,86.48,234,1,1,7
32,Female,Miami,57.48,422,1,0,9
45,Female,Chicago,70.22,80,0,1,4
64,Male,Chicago,68.49,490,0,1,11
19,Male,Chicago,60.04,382,1,0,5
21,Male,Chicago,63.52,253,0,1,11
67,Male,Houston,88.27,253,0,1,5
67,Female,Houston,59.62,173,0,1,6
32,Female,Miami,52.04,108,0,1,11
39,Male,Houston,83.29,281,1,1,10
40,Female,Houston,80.3,322,0,1,4
57,Female,Chicago,86.4,236,0,0,8
36,Female,Los Angeles,82.7,384,0,1,4
63,Male,Chicago,85.98,212,0,1,7
28,Male,Chicago,56.87,211,1,0,7
57,Female,New York,38.91,192,0,1,2
44,Male,Chicago,59.07,250,1,0,6
63,Female,Miami,66.82,208,0,1,7
47,Male,Los Angeles,42.71,331,1,1,8
54,Male,Miami,95.89,342,0,1,6
19,Male,Houston,82.68,112,0,0,8
63,Male,Houston,77.43,140,1,1,3
28,Female,Chicago,86.28,102,0,0,3
56,Male,Chicago,92.7,202,0,1,2
46,Female,Chicago,39.27,58,1,0,1
66,Female,Chicago,36.44,424,0,0,8
33,Male,Chicago,30.27,415,1,1,7
35,Female,Houston,66.59,451,1,0,10
54,Female,Chicago,69.98,218,1,1,6
21,Female,Houston,58.52,146,0,0,6
29,Male,Houston,38.2,92,1,0,8
22,Male,Houston,69.49,56,0,1,4
53,Male,Chicago,34.81,165,0,1,1
43,Female,New York,42.24,235,1,1,10
46,Female,Houston,40.62,127,0,1,11
22,Female,Houston,47.73,247,0,0,7
22,Male,Los Angeles,65.05,401,1,0,3
54,Female,New York,69.81,390,0,1,3
52,Male,New York,65.21,102,0,0,11
66,Female,Los Angeles,41.7,498,0,0,6
57,Male,Chicago,77.91,336,1,0,7
61,Male,Los Angeles,73.33,265,1,1,2
31,Male,New York,35.44,271,0,1,1
57,Male,Los Angeles,94.86,210,1,0,1
46,Male,Chicago,99.68,76,1,0,9
55,Male,Chicago,48.27,313,1,0,6
49,Female,Los Angeles,56.33,367,1,0,3
61,Male,Chicago,45.75,409,1,0,6
28,Female,Chicago,99.95,199,1,0,3
70,Female,Miami,76.79,95,1,1,0
50,Female,Houston,97.31,409,1,1,3
34,Male,New York,90.06,343,0,1,8
58,Male,Miami,56.47,385,0,1,9
41,Female,Los Angeles,92.27,132,0,1,7
63,Female,Houston,41.6,144,0,0,5
41,Male,Chicago,45.54,325,1,0,2
34,Male,Chicago,87.93,177,1,1,8
19,Male,New York,89.48,242,0,0,9
58,Male,Los Angeles,99.46,135,0,1,10
45,Male,Houston,88.23,472,1,1,4
49,Female,New York,66.78,111,0,1,0
30,Male,Houston,31.36,268,0,0,4
27,Male,Chicago,75.83,295,1,1,5
67,Male,Los Angeles,76.21,459,0,2,0
33,Female,Los Angeles,85.31,123,0,1,3
61,Female,Los Angeles,99.38,112,1,1,2
28,Male,Chicago,77.98,201,1,1,2
62,Female,Los Angeles,97.91,345,0,1,7
39,Male,New York,32.87,258,0,1,3
25,Female,Los Angeles,40.61,121,0,1,5
35,Female,Houston,80.1,278,0,0,3
31,Female,Houston,90.65,342,0,0,1
45,Female,New York,52.32,159,1,1,9
38,Male,Chicago,97.09,124,1,1,10
70,Female,Chicago,33.51,477,1,0,2
38,Female,Houston,53.4,221,0,0,1
38,Female,Houston,65.83,258,1,0,8
59,Female,Chicago,35.26,102,0,1,2
29,Female,New York,60.04,258,0,1,7
55,Female,Houston,65.72,431,1,1,10
63,Male,Houston,96.27,438,0,2,0
45,Male,Los Angeles,93.84,184,1,1,4
43,Male,Los Angeles,70.29,419,1,0,4
31,Male,Los Angeles,98.33,263,1,1,4
40,Male,New York,35.91,476,1,2,0
51,Female,Houston,56.99,106,0,1,4
23,Female,Miami,51.45,320,1,0,9
31,Male,New York,80.65,395,0,1,4
56,Female,Houston,66.31,218,0,0,1
28,Male,New York,36.99,437,1,1,5
41,Male,Chicago,97.8,226,0,0,10
63,Female,Miami,46.62,446,1,1,1
18,Female,New York,81.62,363,0,1,11
42,Female,Chicago,85.47,188,1,1,3
67,Female,Los Angeles,65.84,277,0,0,3
38,Female,Houston,94.59,157,0,0,9
55,Female,Houston,69.27,172,1,1,11
19,Male,Los Angeles,85.36,499,0,1,7
23,Female,Houston,84.34,182,1,0,11
22,Male,Chicago,90.26,396,0,0,1
62,Female,Chicago,77.67,297,0,0,1
38,Female,Los Angeles,52.86,200,1,0,8
49,Male,Chicago,50.1,446,0,0,11
18,Male,Miami,76.7,454,1,0,11
21,Male,Houston,48.69,496,0,1,9
51,Female,Houston,88.65,143,0,0,9
63,Male,Houston,38.51,192,1,1,9
57,Male,New York,39.18,123,0,0,10
19,Female,Los Angeles,95.92,490,0,0,4
50,Female,Miami,95.97,244,1,1,5
69,Male,Los Angeles,46.08,337,1,1,6
53,Female,Houston,40.77,307,0,1,6
32,Female,New York,63.43,107,1,1,10
24,Female,Houston,76.75,79,0,0,6
23,Female,Chicago,75.48,129,1,1,9
39,Female,Houston,80.11,306,1,1,11
53,Male,Los Angeles,60.54,495,0,1,4
42,Male,Los Angeles,89.58,482,1,0,9
51,Male,Houston,39.57,186,0,0,8
67,Female,Houston,99.57,209,0,1,5
62,Male,Houston,93.18,405,0,1,10
58,Male,Chicago,88.69,428,0,0,5
70,Female,Chicago,33.63,56,1,0,2
32,Male,Miami,49.47,379,0,1,6
65,Male,New York,74.24,213,0,1,0
55,Male,Los Angeles,73.34,369,1,1,9
31,Female,Houston,35.92,307,1,1,1
56,Male,Los Angeles,41.17,241,0,0,10
63,Female,Miami,49.85,334,1,1,11
59,Female,New York,48.65,430,1,0,5
67,Female,New York,94.89,71,0,1,9
18,Female,Chicago,64.14,87,1,0,3
36,Male,New York,91.13,91,1,0,11
19,Male,Houston,94.99,435,0,0,4
54,Male,Los Angeles,63.68,432,1,0,1
56,Female,Chicago,73.89,119,1,1,1
52,Female,Houston,93.44,333,0,2,0
39,Male,Miami,32.31,136,0,2,0
30,Male,Houston,42.53,152,1,0,10
43,Male,New York,73.25,100,0,1,10
56,Male,Chicago,64.2,372,0,1,7
46,Female,New York,92.82,414,1,0,11
69,Female,New York,52.26,178,1,1,5
48,Female,Miami,51.03,210,1,0,10
58,Female,New York,66.52,257,1,0,4
47,Female,Houston,41.47,125,1,0,11
63,Male,Miami,47.59,453,0,1,3
19,Female,New York,57.45,83,1,1,3
45,Male,New York,66.98,493,0,1,11
50,Male,Chicago,54.53,132,0,1,6
33,Female,New York,33.02,131,0,0,2
40,Male,Houston,65.34,149,1,1,3
37,Male,Los Angeles,72.42,439,1,1,7
25,Female,New York,76.92,72,1,1,5
44,Female,Houston,41.32,367,1,0,10
38,Male,Miami,93.61,457,0,1,5
38,Female,Miami,56.35,105,0,1,6
66,Male,Houston,38.73,314,0,0,1
51,Male,New York,55.62,218,1,1,2
48,Male,Houston,70.19,289,0,1,7
43,Female,Houston,87.66,441,1,1,2
33,Female,New York,33.78,78,1,0,8
48,Female,Houston,40.2,327,1,0,7
23,Female,Los Angeles,52.0,101,0,1,6
19,Male,Houston,59.46,343,0,0,5
20,Male,Los Angeles,67.49,145,1,0,10
65,Male,Miami,37.08,204,0,1,6
18,Male,Miami,64.29,387,1,1,2
67,Female,Houston,65.44,152,0,0,11
66,Female,Los Angeles,41.23,443,1,0,9
43,Male,Los Angeles,51.61,253,0,2,0
66,Female,Los Angeles,93.73,445,0,1,10
47,Male,New York,36.13,244,0,1,2
63,Male,Los Angeles,40.23,218,1,1,5
38,Female,Chicago,74.37,58,1,1,8
31,Female,Chicago,68.84,490,0,1,0
33,Female,Houston,59.13,460,1,0,1
59,Female,Houston,40.26,283,1,0,2
28,Female,Los Angeles,99.39,263,0,2,0
47,Male,Los Angeles,77.75,75,0,1,7
54,Male,Miami,37.42,57,0,0,6
29,Male,Miami,93.21,157,1,1,7
50,Male,New York,36.06,412,1,0,6
41,Female,Houston,61.94,123,1,0,10
45,Male,Houston,96.92,434,0,1,9
24,Female,Chicago,57.39,365,1,0,11
53,Female,Los Angeles,34.17,73,0,0,3
50,Female,New York,93.89,52,1,0,3
63,Female,Chicago,65.59,407,0,0,8
22,Male,Chicago,41.94,352,1,1,2
20,Female,Miami,37.46,401,1,1,9
57,Female,New York,38.31,188,0,1,10
24,Female,Miami,59.09,311,0,1,3
61,Male,Miami,97.1,494,0,1,10
44,Male,New York,72.4,433,0,1,1
62,Female,Chicago,74.28,491,0,1,10
42,Female,Los Angeles,44.76,360,0,0,1
55,Female,New York,38.27,471,1,1,8
57,Female,Miami,40.38,469,0,1,11
42,Female,Miami,88.47,368,0,1,3
21,Female,New York,95.19,403,0,1,8
30,Female,New York,89.63,208,0,0,10
34,Female,Chicago,61.9,59,0,1,6
26,Male,Los Angeles,47.69,69,0,0,5
55,Female,Houston,54.78,308,0,0,6
53,Male,Houston,38.24,368,0,1,1
22,Female,New York,95.62,489,1,0,4
68,Male,Chicago,84.82,80,1,0,5
18,Male,Los Angeles,36.71,81,1,1,1
60,Female,Miami,58.22,264,0,0,4
20,Male,Los Angeles,99.68,227,0,1,4
58,Male,Houston,59.77,324,0,0,7
49,Male,Chicago,61.47,353,0,1,3
62,Female,Miami,92.87,485,0,0,10
60,Female,Miami,66.36,372,1,1,6
46,Female,Miami,76.48,233,0,0,9
50,Female,Miami,80.66,195,1,0,2
47,Male,Chicago,46.07,116,1,1,0
31,Female,New York,67.38,65,1,1,4
31,Female,New York,44.43,136,0,0,7
33,Female,Chicago,56.9,199,1,0,7
45,Female,Miami,76.67,224,0,1,11
32,Male,Chicago,43.36,480,1,1,5
34,Male,Chicago,62.24,357,0,0,4
18,Female,Chicago,62.22,276,1,1,1
44,Male,Miami,74.56,441,0,1,6
69,Male,Miami,94.32,224,1,1,8
60,Female,Houston,41.58,254,1,1,11
62,Female,Chicago,60.4,450,0,0,6
60,Female,Houston,63.98,189,1,0,5
40,Male,Houston,77.27,185,1,0,9
20,Male,Los Angeles,98.69,182,1,0,6
19,Female,New York,99.9,65,0,1,1
67,Female,Los Angeles,96.55,366,0,0,11
36,Female,Chicago,44.25,420,1,1,2
